Such,a.,"The same that; -- with as; as, this was the state of the kingdom at such time as the enemy landed."
Sucker,n.,"A parasite; a sponger. See def. 6, above."
Sudary,n.,A napkin or handkerchief.
Suent,a.,Uniformly or evenly distributed or spread; even; smooth. See Suant.
Sufficience,n.,Sufficiently.
Suffocation,n.,"The act of suffocating, or the state of being suffocated; death caused by smothering or choking."
Suffumige,n.,A medical fume.
Suggest,v. t.,"To introduce indirectly to the thoughts; to cause to be thought of, usually by the agency of other objects."
Suist,n.,One who seeks for things which gratify merely himself; a selfish person; a selfist.
Sulcation,n.,A channel or furrow.
Sully,v. t.,"To soil; to dirty; to spot; to tarnish; to stain; to darken; -- used literally and figuratively; as, to sully a sword; to sully a person's reputation."
Sulphoarsenic,a.,"Of, pertaining to, or containing, sulphur and arsenic; -- said of an acid which is the same as arsenic acid with the substitution of sulphur for oxygen."
Sulphureous,a.,"Consisting of sulphur; having the qualities of sulphur, or brimstone; impregnated with sulphur."
Sum,n.,"A quantity of money or currency; any amount, indefinitely; as, a sum of money; a small sum, or a large sum."
Summerhouses,pl. ,of Summerhouse
Sump,n.,A puddle or dirty pool.
Sunburning,n.,Sunburn; tan.
Sunglass,n.,A convex lens of glass for producing heat by converging the sun's rays into a focus.
Sunshiny,a.,Bright like the sun; resplendent.
Superalimentation,n.,"The act of overfeeding, or making one take food in excess of the natural appetite for it."
Supercrescence,n.,That which grows upon another growing thing; a parasite.
Superfice,n.,A superficies.
Superheat,n.,The increase of temperature communicated to steam by superheating it.
Superior,a.,"Higher in rank or office; more exalted in dignity; as, a superior officer; a superior degree of nobility."
Supernatant,a.,"Swimming above; floating on the surface; as, oil supernatant on water."
Superposed,imp. & p. p.,of Superpose
Supersedeas,n.,"A writ of command to suspend the powers of an officer in certain cases, or to stay proceedings under another writ."
Superstructure,n.,all that part of a building above the basement. Also used figuratively.
Supervolute,a.,"Having a plainted and convolute arrangement in the bud, as in the morning-glory."
Supple,a.,"Yielding compliant; not obstinate; submissive to guidance; as, a supple horse."
Supplicant,a.,Entreating; asking submissively.
Supporting,p. pr. & vb. n.,of Support
Suppose,v. t.,"To require to exist or to be true; to imply by the laws of thought or of nature; as, purpose supposes foresight."
Suppurate,v. i.,"To generate pus; as, a boil or abscess suppurates."
Supraglotic,a.,Situated above the glottis; -- applied to that part of the cavity of the larynx above the true vocal cords.
Suprarenal,a.,"Situated above, or anterior to, the kidneys."
Surangular,a.,Above the angular bone; supra-angular; -- applied to a bone of the lower jaw in many reptiles and birds.
Surcingled,a.,Bound with the surcingle.
Suretiship,n.,Suretyship.
Surfeit-water,n.,Water for the cure of surfeits.
Surlily,adv.,In a surly manner.
Surname,v. t.,To name or call by an appellation added to the original name; to give a surname to.
Surquedous,a.,Alt. of Surquedrous
Surrogate,v. t.,To put in the place of another; to substitute.
Surveying,p. pr. & vb. n.,of Survey
Survivor,n.,"One who survives or outlives another person, or any time, event, or thing."
Suspect,v. i.,To imagine guilt; to have a suspicion or suspicions; to be suspicious.
Suspension,n.,"Of decision, determination, judgment, etc.; as, to ask a suspension of judgment or opinion in view of evidence to be produced."
Suspire,n.,"A long, deep breath; a sigh."
Susu,n.,See Soosoo.
Sutured,a.,Having a suture or sutures; knit or united together.
Swag,v. i.,To sink down by its weight; to sag.
Swallow,n.,"Any one of numerous species of swifts which resemble the true swallows in form and habits, as the common American chimney swallow, or swift."
Swamp,n.,"Wet, spongy land; soft, low ground saturated with water, but not usually covered with it; marshy ground away from the seashore."
Swap,v. i.,To strike; -- with off.
Swarmspore,n.,"One of innumerable minute, motile, reproductive bodies, produced asexually by certain algae and fungi; a zoospore."
Swash,n.,A blustering noise; a swaggering behavior.
Sway,n.,"Influence, weight, or authority that inclines to one side; as, the sway of desires."
Sweat,v. i.,Fig.: To perspire in toil; to work hard; to drudge.
Sweep,v. i.,"To pass a broom across (a surface) so as to remove loose dirt, dust, etc.; to brush, or rub over, with a broom for the purpose of cleaning; as, to sweep a floor, the street, or a chimney. Used also figuratively."
Sweepstakes,n.,A winning of all the stakes or prizes; a sweepstake.
Sweeten,a.,"To make warm and fertile; -- opposed to sour; as, to dry and sweeten soils."
Swell,v. i.,"To rise or be driven into waves or billows; to heave; as, in tempest, the ocean swells into waves."
Swelt,v. i.,To die; to perish.
Swift,n.,"A reel, or turning instrument, for winding yarn, thread, etc.; -- used chiefly in the plural."
Swim,v. i.,"To be supported by water or other fluid; not to sink; to float; as, any substance will swim, whose specific gravity is less than that of the fluid in which it is immersed."
Swinebread,n.,The truffle.
Swinge,v. t.,To beat soundly; to whip; to chastise; to punish.
Swink,n.,Labor; toil; drudgery.
Switch,v. t.,"To turn from one railway track to another; to transfer by a switch; -- generally with off, from, etc.; as, to switch off a train; to switch a car from one track to another."
Swoop,n.,To seize; to catch up; to take with a sweep.
Swordtail,n.,"Any hemipterous insect of the genus Uroxiphus, found upon forest trees."
Sycophancy,n.,False accusation; calumniation; talebearing.
Syllabicated,imp. & p. p.,of Syllabicate
Syllogizer,n.,One who syllogizes.
Symbol,n.,"That which is thrown into a common fund; hence, an appointed or accustomed duty."
Symmetrian,n.,One eminently studious of symmetry of parts.
Sympathies,pl. ,of Sympathy
Symplectic,n.,The symplectic bone.
Synallagmatic,a.,"Imposing reciprocal obligations upon the parties; as, a synallagmatic contract."
Synchronism,n.,The concurrence of events in time; simultaneousness.
Syncope,n.,A pause or cessation; suspension.
Syne,adv.,"Late, -- as opposed to soon."
Synochus,n.,A continuous fever.
Synonymy,n.,A figure by which synonymous words are used to amplify a discourse.
Synthesize,v. t.,"To produce by synthesis; as, to synthesize albumin."
Syringa,n.,A genus of plants; the lilac.
System,n.,"An assemblage of parts or organs, either in animal or plant, essential to the performance of some particular function or functions which as a rule are of greater complexity than those manifested by a single organ; as, the capillary system, the muscular system, the digestive system, etc.; hence, the whole body as a functional unity."
Syth,"prep., adv., conj. & n.",Alt. of Sythe
Tabbied,imp. & p. p.,of Tabby
Tabific,a.,Alt. of Tabifical
Table,v. t.,"To insert, as one piece of timber into another, by alternate scores or projections from the middle, to prevent slipping; to scarf."
Tabling,n.,"The letting of one timber into another by alternate scores or projections, as in shipbuilding."
Tabular,a.,"Arranged in a schedule; as, tabular statistics."
Tachygraphical,a.,Of or pertaining to tachygraphy; written in shorthand.
Tackle,n.,"To fasten or attach, as with a tackle; to harness; as, to tackle a horse into a coach or wagon."
Taeniae,pl. ,of Taenia
Tag,v. t.,To join; to fasten; to attach.
Tail,n.,"The side of a coin opposite to that which bears the head, effigy, or date; the reverse; -- rarely used except in the expression ""heads or tails,"" employed when a coin is thrown up for the purpose of deciding some point by its fall."
Tailor,n.,The silversides.
Taintless,a.,Free from taint or infection; pure.
Take,v. i.,To please; to gain reception; to succeed.
Taleful,a.,Full of stories.
Talk,n.,"The act of talking; especially, familiar converse; mutual discourse; that which is uttered, especially in familiar conversation, or the mutual converse of two or more."
Tally,n.,One thing made to suit another; a match; a mate.
Tali,pl. ,of Talus
Tame,superl.,Crushed; subdued; depressed; spiritless.
Tampered,imp. & p. p.,of Tamper
Tanagroid,a.,Tanagrine.
Tangled,imp. & p. p.,of Tangle
Tannery,n.,A place where the work of tanning is carried on.
Tapped,imp. & p. p.,of Tap
Tapestries,pl. ,of Tapestry
Taproot,n.,The root of a plant which penetrates the earth directly downward to a considerable depth without dividing.
Tardy,superl.,Moving with a slow pace or motion; slow; not swift.
Tariffing,p. pr. & vb. n.,of Tariff
Tarry,n.,"Consisting of, or covered with, tar; like tar."
Tarsus,n.,"A plate of dense connective tissue or cartilage in the eyelid of man and many animals; -- called also tarsal cartilage, and tarsal plate."
Tartini's tones,,See the Note under Tone.
Task,v. t.,To oppress with severe or excessive burdens; to tax.
Taste,v. i.,"To have a smack; to excite a particular sensation, by which the specific quality or flavor is distinguished; to have a particular quality or character; as, this water tastes brackish; the milk tastes of garlic."
Tath,v. t.,"To manure (land) by pasturing cattle on it, or causing them to lie upon it."
Taunt,a.,"Very high or tall; as, a ship with taunt masts."
Tautologic,a.,Tautological.
Tawdries,pl. ,of Tawdry
Taxgatherer,n.,One who collects taxes or revenues.
Teachable,a.,"Capable of being taught; apt to learn; also, willing to receive instruction; docile."
Tear,n.,"A drop of the limpid, saline fluid secreted, normally in small amount, by the lachrymal gland, and diffused between the eye and the eyelids to moisten the parts and facilitate their motion. Ordinarily the secretion passes through the lachrymal duct into the nose, but when it is increased by emotion or other causes, it overflows the lids."
Teasel,n.,A bur of this plant.
Technicality,n.,The quality or state of being technical; technicalness.
Tedder,n.,Same as Tether.
Teen,v. t.,To hedge or fence in; to inclose.
Tegmen,n.,"The inner layer of the coating of a seed, usually thin and delicate; the endopleura."
Telegraph,n.,"An apparatus, or a process, for communicating intelligence rapidly between distant points, especially by means of preconcerted visible or audible signals representing words or ideas, or by means of words and signs, transmitted by electrical action."
Telephonically,adv.,By telephonic means or processes; by the use of the telephone.
Tell,v. t.,To give instruction to; to make report to; to acquaint; to teach; to inform.
Telluric,a.,Of or pertaining to the earth; proceeding from the earth.
Temper,v. t.,"To bring to a proper degree of hardness; as, to temper iron or steel."
Temperately,adv.,In a temperate manner.
Templet,n.,"A gauge, pattern, or mold, commonly a thin plate or board, used as a guide to the form of the work to be executed; as, a mason's or a wheelwright's templet."
Temporomaxillary,a.,Of or pertaining to both the temple or the temporal bone and the maxilla.
Tenacious,a.,"Apt to retain; retentive; as, a tenacious memory."
Tend,v. t.,"To accompany as an assistant or protector; to care for the wants of; to look after; to watch; to guard; as, shepherds tend their flocks."
Tender,v. t.,"To have a care of; to be tender toward; hence, to regard; to esteem; to value."
Tenement,n.,"Any species of permanent property that may be held, so as to create a tenancy, as lands, houses, rents, commons, an office, an advowson, a franchise, a right of common, a peerage, and the like; -- called also free / frank tenements."
Tenotomy,n.,"The division of a tendon, or the act of dividing a tendon."
Tent,v. t.,"To attend to; to heed; hence, to guard; to hinder."
Tentered,imp. & p. p.,of Tenter
Tenuiroster,n.,One of the Tenuirostres.
Tequila,n.,"An intoxicating liquor made from the maguey in the district of Tequila, Mexico."
Terebinthic,a.,"Of or pertaining to turpentine; resembling turpentine; terbinthine; as, terbinthic qualities."
Tergiferous,a.,Carrying or bearing upon the back.
Termagant,n.,"An imaginary being supposed by the Christians to be a Mohammedan deity or false god. He is represented in the ancient moralities, farces, and puppet shows as extremely vociferous and tumultous."
Terminator,n.,"One who, or that which, terminates."
Ternion,a.,The number three; three things together; a ternary.
Terrene,n.,The surface of the ground.
Territorial,a.,"Of or pertaining to territory or land; as, territorial limits; territorial jurisdiction."
Tertiary,a.,"Being of the third formation, order, or rank; third; as, a tertiary use of a word."
Test,n.,Discriminative characteristic; standard of judgment; ground of admission or exclusion.
Testamur,n.,"A certificate of merit or proficiency; -- so called from the Latin words, Ita testamur, with which it commences."
Testify,v. t.,"To affirm or declare under oath or affirmation before a tribunal, in order to prove some fact."
Tetanic,a.,"Of or pertaining to tetanus; having the character of tetanus; as, a tetanic state; tetanic contraction."
Tetra-,,"A combining form or prefix signifying four, as in tetrabasic, tetrapetalous."
Tetradynamian,a.,Alt. of Tetradynamous
Tetraonid,n.,"A bird belonging to the tribe of which the genus Tetrao is the type, as the grouse, partridge, quail, and the like. Used also adjectively."
Tetrathionate,n.,A salt of tetrathionic acid.
Tettix,n.,A genus of small grasshoppers.
Text-book,n.,"A book with wide spaces between the lines, to give room for notes."
Th,,"In Old English, the article the, when the following word began with a vowel, was often written with elision as if a part of the word. Thus in Chaucer, the forms thabsence, tharray, thegle, thend, thingot, etc., are found for the absence, the array, the eagle, the end, etc."
Thalloid,a.,"Resembling, or consisting of, thallus."
Thanksgiving,n.,"The act of rending thanks, or expressing gratitude for favors or mercies."
Thaumaturgics,n.,"Feats of legerdemain, or magical performances."
Theatin,n.,Alt. of Theatine
Thee,a.,To thrive; to prosper.
Thenadays,adv.,At that time; then; in those days; -- correlative to nowadays.
Theologaster,n.,A pretender or quack in theology.
Theopneusted,a.,Divinely inspired; theopneustic.
Theosoph,n.,Alt. of Theosopher
Therebefore,adv.,Alt. of Therebiforn
Theriaca,n.,"An ancient composition esteemed efficacious against the effects of poison; especially, a certain compound of sixty-four drugs, prepared, pulverized, and reduced by means of honey to an electuary; -- called also theriaca Andromachi, and Venice treacle."
Thermogenous,a.,Producing heat; thermogenic.
Thesauri,pl. ,of Thesaurus
They,obj.,"The plural of he, she, or it. They is never used adjectively, but always as a pronoun proper, and sometimes refers to persons without an antecedent expressed."
Thicken,v. i.,To become thick.
Thievery,n.,That which is stolen.
Thin,superl.,"Slight; small; slender; flimsy; wanting substance or depth or force; superficial; inadequate; not sufficient for a covering; as, a thin disguise."
Thinner,n.,"One who thins, or makes thinner."
Thirdly,adv.,In the third place.
Thirty,n.,"The sum of three tens, or twenty and ten; thirty units or objects."
Thomist,n.,A follower of Thomas Aquinas. See Scotist.
Thorn,v. t.,"To prick, as with a thorn."
Thoroughsped,a.,Fully accomplished; thoroughplaced.
Thousand,a.,Consisting of ten hundred; being ten times one hundred.
Thrash,v. t.,Alt. of Thresh
Threadfin,n.,Any one of several species of fishes belonging to Polynemus and allied genera. They have numerous long pectoral filaments.
Three-cornered,a.,"Having three prominent longitudinal angles; as, a three-cornered stem."
Threpsology,n.,The doctrine of nutrition; a treatise on nutrition.
Thriftiness,n.,The quality or state of being thrifty; thrift.
Thrive,v. i.,"To increase in bulk or stature; to grow vigorously or luxuriantly, as a plant; to flourish; as, young cattle thrive in rich pastures; trees thrive in a good soil."
Thrombosis,n.,"The obstruction of a blood vessel by a clot formed at the site of obstruction; -- distinguished from embolism, which is produced by a clot or foreign body brought from a distance."
Throttle,v. t.,To compress the throat of; to choke; to strangle.
Throw,v. t.,To put on hastily; to spread carelessly.
Thrum,v. t.,"To insert short pieces of rope-yarn or spun yarn in; as, to thrum a piece of canvas, or a mat, thus making a rough or tufted surface."
Thryes,a.,Thrice.
Thump,v. i.,To give a thump or thumps; to strike or fall with a heavy blow; to pound.
Thunderstone,n.,"A thunderbolt, -- formerly believed to be a stone."
Thus,adv.,"To this degree or extent; so far; so; as, thus wise; thus peaceble; thus bold."
Thymate,n.,"A compound of thymol analogous to a salt; as, sodium thymate."
Thyself,pron.,"An emphasized form of the personal pronoun of the second person; -- used as a subject commonly with thou; as, thou thyself shalt go; that is, thou shalt go, and no other. It is sometimes used, especially in the predicate, without thou, and in the nominative as well as in the objective case."
Tick,n.,"Any one of numerous species of large parasitic mites which attach themselves to, and suck the blood of, cattle, dogs, and many other animals. When filled with blood they become ovate, much swollen, and usually livid red in color. Some of the species often attach themselves to the human body. The young are active and have at first but six legs."
Tickle,v. i.,To excite the sensation of titillation.
Tide,prep.,The period of twelve hours.
Tie,v. t.,A knot; a fastening.
Tiercet,n.,"A triplet; three lines, or three lines rhyming together."
Tight,superl.,"Firmly held together; compact; not loose or open; as, tight cloth; a tight knot."
Tile,n.,"A plate, or thin piece, of baked clay, used for covering the roofs of buildings, for floors, for drains, and often for ornamental mantel works."
Till,prep.,To prepare; to get.
Tilt,v. t.,"To cover with a tilt, or awning."
Timber,n.,Woods or forest; wooden land.
Time,n.,"The present life; existence in this world as contrasted with immortal life; definite, as contrasted with infinite, duration."
Timer,n.,"A timekeeper; especially, a watch by which small intervals of time can be measured; a kind of stop watch. It is used for timing the speed of horses, machinery, etc."
Tin,v. t.,"To cover with tin or tinned iron, or to overlay with tin foil."
Tineid,n.,Same as Tinean.
Tinker,v. t.,"To mend or solder, as metal wares; hence, more generally, to mend."
Tinseled,imp. & p. p.,of Tinsel
Tipped,imp. & p. p.,of Tip
Tipstaff,n.,An officer who bears a staff tipped with metal; a constable.
Tireless,a.,Untiring.
Tit,n.,A woman; -- used in contempt.
Tithingman,n.,"A parish officer elected annually to preserve good order in the church during divine service, to make complaint of any disorderly conduct, and to enforce the observance of the Sabbath."
Titling,n.,The hedge sparrow; -- called also titlene. Its nest often chosen by the cuckoo as a place for depositing its own eggs.
Titularly,adv.,In a titular manner; nominally; by title only.
Toadish,a.,Like a toad.
Tobine,n.,A stout twilled silk used for dresses.
Toe,n.,"One of the terminal members, or digits, of the foot of a man or an animal."
Toggery,n.,"Clothes; garments; dress; as, fishing toggery."
Token,n.,"Ten and a half quires, or, commonly, 250 sheets, of paper printed on both sides; also, in some cases, the same number of sheets printed on one side, or half the number printed on both sides."
Toll,v. t.,To draw; to entice; to allure. See Tole.
Tolu,n.,"A fragrant balsam said to have been first brought from Santiago de Tolu, in New Granada. See Balsam of Tolu, under Balsam."
Tombac,n.,"An alloy of copper and zinc, resembling brass, and containing about 84 per cent of copper; -- called also German, / Dutch, brass. It is very malleable and ductile, and when beaten into thin leaves is sometimes called Dutch metal. The addition of arsenic makes white tombac."
Tomrig,n.,"A rude, wild, wanton girl; a hoiden; a tomboy."
Toned,a.,"Having (such) a tone; -- chiefly used in composition; as, high-toned; sweet-toned."
Tongue,v. t.,"To join means of a tongue and grove; as, to tongue boards together."
Tonka bean,,"The seed of a leguminous tree (Dipteryx odorata), native of Guiana. It has a peculiarly agreeable smell, and is employed in the scenting of snuff. Called also tonquin bean."
Tony,n.,A simpleton.
Tooth,n.,Fig.: Taste; palate.
Top,n.,"A child's toy, commonly in the form of a conoid or pear, made to spin on its point, usually by drawing off a string wound round its surface or stem, the motion being sometimes continued by means of a whip."
Top-block,n.,"A large ironbound block strapped with a hook, and, when used, hung to an eyebolt in the cap, -- used in swaying and lowering the topmast."
Tophus,n.,"One of the mineral concretions about the joints, and in other situations, occurring chiefly in gouty persons. They consist usually of urate of sodium; when occurring in the internal organs they are also composed of phosphate of calcium."
Topping,a.,"Hence, assuming superiority; proud."
Torace,v. t.,Alt. of Torase
tormented,imp. & p. p.,of Torment
Torpedo,n.,"A kind of shell or cartridge buried in earth, to be exploded by electricity or by stepping on it."
Torrefy,v. t.,"To subject to scorching heat, so as to drive off volatile ingredients; to roast, as ores."
Torteau,n.,A roundel of a red color.
Torture,v. t.,To wrest from the proper meaning; to distort.
Toss,v. t.,"To cause to rise and fall; as, a ship tossed on the waves in a storm."
Tote,v. t.,"To carry or bear; as, to tote a child over a stream; -- a colloquial word of the Southern States, and used esp. by negroes."
Touching,p. pr. & vb. n.,of Touch
Touch,v.,A small quantity intermixed; a little; a dash.
Tough,superl.,"Severe; violent; as, a tough storm."
Tourney,v. t.,A tournament.
Towall,n.,A towel.
Towering,a.,"Hence, extreme; violent; surpassing."
Towpath,n.,A path traveled by men or animals in towing boats; -- called also towing path.
Toyear,adv.,This year.
Trace,v. t.,To copy; to imitate.
Tracheocele,n.,Goiter.
Trackmaster,n.,One who has charge of the track; -- called also roadmaster.
Tractor,n.,"That which draws, or is used for drawing."
Tradesman,n.,"A mechanic or artificer; esp., one whose livelihood depends upon the labor of his hands."
Traduce,v. t.,"To transfer; to transmit; to hand down; as, to traduce mental qualities to one's descendants."
Trafficable,a.,Capable of being disposed of in traffic; marketable.
Trail,v. i.,"To grow to great length, especially when slender and creeping upon the ground, as a plant; to run or climb."
Train,v.,The number of beats of a watch in any certain time.
Trajecting,p. pr. & vb. n.,of Traject
Trammel,n.,A beam compass. See under Beam.
Trampler,n.,"One who tramples; one who treads down; as, a trampler on nature's law."
Tranquilness,n.,Quality or state of being tranquil.
Transcendent,a.,"Transcending, or reaching beyond, the limits of human knowledge; -- applied to affirmations and speculations concerning what lies beyond the reach of the human intellect."
Transcur,v. i.,To run or rove to and fro.
Transferrer,n.,One who makes a transfer or conveyance.
Transformer,n.,"One who, or that which, transforms. Specif. (Elec.), an apparatus for producing from a given electrical current another current of different voltage."
Transience,n.,Alt. of Transiency
Translate,v. t.,"To change to another condition, position, place, or office; to transfer; hence, to remove as by death."
Transmarine,a.,Lying or being beyond the sea.
Transmutability,n.,The quality of being transmutable.
Transpicuous,a.,Transparent; pervious to the sight.
Transport,v. t.,"To carry or bear from one place to another; to remove; to convey; as, to transport goods; to transport troops."
Transposition,n.,"A change of the natural order of words in a sentence; as, the Latin and Greek languages admit transposition, without inconvenience, to a much greater extent than the English."
Transversal,a.,"Running or lying across; transverse; as, a transversal line."
Trap,v. i.,"To set traps for game; to make a business of trapping game; as, to trap for beaver."
Trapper,n.,One who traps animals; one who makes a business of trapping animals for their furs.
Traunter,n.,Same as Tranter.
Travers,a.,Across; athwart.
Travertine,n.,"A white concretionary form of calcium carbonate, usually hard and semicrystalline. It is deposited from the water of springs or streams holding lime in solution. Extensive deposits exist at Tivoli, near Rome."
Treacle,n.,A sovereign remedy; a cure.
Tread-softly,n.,Spurge nettle. See under Nettle.
Treat,v. t.,To entreat; to beseech.
Treblet,n.,Same as Triblet.
Trefoil,n.,"Any plant of the genus Trifolium, which includes the white clover, red clover, etc.; -- less properly, applied also to the nonesuch, or black medic. See Clover, and Medic."
Tremulant,a.,Alt. of Tremulent
Trended,imp. & p. p.,of Trend
Trepidity,n.,Trepidation.
Tretable,a.,Tractable; moderate.
Trial,n.,"Examination by a test; experiment, as in chemistry, metallurgy, etc."
Triarticulate,a.,Having three joints.
Tribune,n.,"Anciently, a bench or elevated place, from which speeches were delivered; in France, a kind of pulpit in the hall of the legislative assembly, where a member stands while making an address; any place occupied by a public orator."
Tricentenary,n.,"A period of three centuries, or three hundred years, also, the three-hundredth anniversary of any event; a tercentenary."
Trichroic,a.,Exhibiting trichroism; pleochroic; pleochroism.
Trickster,n.,One who tricks; a deceiver; a tricker; a cheat.
Tride,a.,"Short and ready; fleet; as, a tride pace; -- a term used by sportsmen."
Trierarch,n.,"At Athens, one who (singly, or jointly with other citizens) had to fit out a trireme for the public service."
Triform,a.,Having a triple form or character.
Trigone,n.,"A smooth triangular area on the inner surface of the bladder, limited by the apertures of the ureters and urethra."
Triliterality,n.,Alt. of Triliteralness
Trimming,p. pr. & vb. n.,of Trim
Trimmer,n.,"One who trims, arranges, fits, or ornaments."
Trinitarianism,n.,The doctrine of the Trinity; the doctrine that there are three distinct persons in the Godhead.
Triolein,n.,See Olein.
Tripartible,a.,Divisible into three parts.
Triplasian,a.,Three-fold; triple; treble.
Tripoline,a.,"Of or pertaining to tripoli, the mineral."
Trirectangular,a.,Having three right angles. See Triquadrantal.
Tristichous,a.,Arranged in three vertical rows.
Tritozooid,n.,A zooid of the third generation in asexual reproduction.
Triumphing,a.,Having or celebrating a triumph; victorious; triumphant.
Triweekly,a.,"Occurring or appearing three times a week; thriceweekly; as, a triweekly newspaper."
Trochisk,n.,See Trochiscus.
Troilite,n.,"Native iron protosulphide, FeS. It is known only in meteoric irons, and is usually in imbedded nodular masses of a bronze color."
Trommel,n.,"A revolving buddle or sieve for separating, or sizing, ores."
Trope,n.,The word or expression so used.
Trot,v. i.,"To proceed by a certain gait peculiar to quadrupeds; to ride or drive at a trot. See Trot, n."
Trou-de-loup,n.,"A pit in the form of an inverted cone or pyramid, constructed as an obstacle to the approach of an enemy, and having a pointed stake in the middle. The pits are called also trapholes."
Trowl,n.,See Troll.
Trucked,imp. & p. p.,of Truck
True,n.,"Steady in adhering to friends, to promises, to a prince, or the like; unwavering; faithful; loyal; not false, fickle, or perfidious; as, a true friend; a wife true to her husband; an officer true to his charge."
Trump,v. i.,To blow a trumpet.
Trumpetweed,n.,The sea trumpet.
Trundle,v. i.,"To go or move on small wheels; as, a bed trundles under another."
Truss,n.,"A bundle; a package; as, a truss of grass."
Trust,n.,"To give credit to; to sell to upon credit, or in confidence of future payment; as, merchants and manufacturers trust their customers annually with goods."
Truth-lover,n.,One who loves the truth.
Tryst,n.,"An appointment to meet; also, an appointed place or time of meeting; as, to keep tryst; to break tryst."
Tube,n.,A telescope.
Tuberose,n.,A plant (Polianthes tuberosa) with a tuberous root and a liliaceous flower. It is much cultivated for its beautiful and fragrant white blossoms.
Tubularian,n.,Any hydroid belonging to the suborder Tubularida.
Tuck,n.,A small net used for taking fish from a larger one; -- called also tuck-net.
Tuft,v. t.,To adorn with tufts or with a tuft.
Tulip,n.,"Any plant of the liliaceous genus Tulipa. Many varieties are cultivated for their beautiful, often variegated flowers."
Tumbling,,"a. & vb. n. from Tumble, v."
Tumulosity,n.,The quality or state of being tumulous; hilliness.
Tunable,a.,"Capable of being tuned, or made harmonious; hence, harmonious; musical; tuneful."
Tunic,n.,"Any similar garment worm by ancient or Oriental peoples; also, a common name for various styles of loose-fitting under-garments and over-garments worn in modern times by Europeans and others."
Tunny,n.,"Any one of several species of large oceanic fishes belonging to the Mackerel family, especially the common or great tunny (Orcynus / Albacora thynnus) native of the Mediterranean Sea and the Atlantic Ocean. It sometimes weighs a thousand pounds or more, and is extensively caught in the Mediterranean. On the American coast it is called horse mackerel. See Illust. of Horse mackerel, under Horse."
Turbid,a.,Disturbed; confused; disordered.
Turbulent,a.,"Disposed to insubordination and disorder; restless; unquiet; refractory; as, turbulent spirits."
Turgesced,imp. & p. p.,of Turgesce
Turko,n.,"One of a body of native Algerian tirailleurs in the French army, dressed as a Turk."
Turn,v. i.,"To be changed, altered, or transformed; to become transmuted; also, to become by a change or changes; to grow; as, wood turns to stone; water turns to ice; one color turns to another; to turn Mohammedan."
Turner,n.,A person who practices athletic or gymnastic exercises.
Turnpike,n.,A turnpike road.
Turquois,n.,"A hydrous phosphate of alumina containing a little copper; calaite. It has a blue, or bluish green, color, and usually occurs in reniform masses with a botryoidal surface."
Tush,n.,"A long, pointed tooth; a tusk; -- applied especially to certain teeth of horses."
Tut-nose,n.,A snub nose.
Twaddle,n.,Silly talk; gabble; fustian.
Tweed,n.,"A soft and flexible fabric for men's wear, made wholly of wool except in some inferior kinds, the wool being dyed, usually in two colors, before weaving."
Twenties,pl. ,of Twenty
Twight,v. t.,To twit.
Twinborn,a.,Born at the same birth.
Twinkle,n.,"A closing or opening, or a quick motion, of the eye; a wink or sparkle of the eye."
Twist,v. t.,"To unite by winding one thread, strand, or other flexible substance, round another; to form by convolution, or winding separate things round each other; as, to twist yarn or thread."
Twitch,n.,"The act of twitching; a pull with a jerk; a short, sudden, quick pull; as, a twitch by the sleeve."
Twofold,adv.,In a double degree; doubly.
Tying,n.,The act or process of washing ores in a buddle.
Tympanum,n.,"The ear drum, or middle ear. Sometimes applied incorrectly to the tympanic membrane. See Ear."
Typewriter,n.,"An instrument for writing by means of type, a typewheel, or the like, in which the operator makes use of a sort of keyboard, in order to obtain printed impressions of the characters upon paper."
Typolite,n.,A stone or fossil which has on it impressions or figures of plants and animals.
Tyrociny,n.,"The state of being a tyro, or beginner; apprenticeship."
Uchees,n. pl.,A tribe of North American Indians belonging to the Creek confederation.
Ulcer,v. t.,To ulcerate.
Ulnaria,pl. ,of Ulnare
Ultra,a.,"Going beyond others, or beyond due limit; extreme; fanatical; uncompromising; as, an ultra reformer; ultra measures."
Umbellet,n.,A small or partial umbel; an umbellule.
Umbles,n. pl.,"The entrails and coarser parts of a deer; hence, sometimes, entrails, in general."
Umbriere,n.,"In ancient armor, a visor, or projection like the peak of a cap, to which a face guard was sometimes attached. This was sometimes fixed, and sometimes moved freely upon the helmet and could be raised like the beaver. Called also umber, and umbril."
Un-,adv.,"Un- is prefixed to nouns to express the absence of, or the contrary of, that which the noun signifies; as, unbelief, unfaith, unhealth, unrest, untruth, and the like."
Unadvised,a.,Not prudent; not discreet; ill advised.
Unappliable,a.,Inapplicable.
Unatonable,a.,Incapable of being atoned for; inexpiable.
Unbark,v. t.,"To deprive of the bark; to decorticate; to strip; as, to unbark a tree."
Unbelieving,a.,"Believing the thing alleged no to be true; disbelieving; especially, believing that Bible is not a divine revelation, or that Christ was not a divine or a supernatural person."
Unbinding,p. pr. & vb. n.,of Unbind
Unbound,,imp. & p. p. of Unbind.
Unburden,v. t.,To relieve from a burden.
Uncautiously,adv.,Incautiously.
Unchastity,n.,The quality or state of being unchaste; lewdness; incontinence.
Uncircumstandtial,a.,Not circumstantial; not entering into minute particulars.
